Title,Author
Charlie and the great glass elevator,"Dahl, Roald."
Charlie Bone and the beast,"Nimmo, Jenny."
Charlie Bone and the castle of mirrors,"Nimmo, Jenny."
Charlie Bone and the hidden king,"Nimmo, Jenny."
Charlie Bone and the invisible boy,"Nimmo, Jenny."
Charlie Bone and the Red Knight,"Nimmo, Jenny."
Charlie Bone and the shadow,"Nimmo, Jenny."
Charlie Bone and the time twister,"Nimmo, Jenny."
Charlie Bumpers vs. the Teacher of the Year,"Harley, Bill, 1954-"
Charlie Chaplin : genius of the silent screen,"Turk, Ruth, 1917-"
Charlie's raven,"George, Jean Craighead, 1919-2012."
Charlie's superhero underpants,"Bright, Paul, 1949-"
Charlotte the scientist is squished,"Andros, Camille."
Charlotte the sunflower fairy,"Meadows, Daisy."
Charlotte's web,"White, E. B."
Charlotte's web,"White, E. B. (Elwyn Brooks), 1899-"
Charmed forces,"Morgan, Melissa J."
Chasing the Falconers,"Korman, Gordon."
Chasing the prophecy,"Mull, Brandon, 1974-"
Chasing Vermeer,"Balliett, Blue, 1955-"
"Checks, credit, and debit cards","Basel, Roberta."
Cheerleading for fun!,"Gruber, Beth."
Cheetahs,"Murray, Julie, 1969-"
Cheetahs : spotted speedsters,"Sullivan, Jody."
Cherokee Indians,"Williams, Suzanne, 1949-"
Cherry blossom,"Kann, Victoria."
Cherry the cake fairy,"Meadows, Daisy."
Cheryl the Christmas tree fairy,"Meadows, Daisy."
Chess for kids,"Basman, Michael."
Chester,"Watt, Mélanie, 1975-"
"Chester, the worldly pig","Peet, Bill."
Chester's back!,"Watt, Mélanie, 1975-"
Chester's masterpiece,"Watt, Mélanie, 1975-"
Chester's way,"Henkes, Kevin."
Chewy and Chica,"Miles, Ellen."
Chicago Bulls,"Anderson, Josh."
Chick-napped!,"Keene, Carolyn."
"Chicka chicka 1, 2, 3","Martin, Bill, 1916-2004."
Chicka chicka boom boom,"Martin, Bill, 1916-2004."
Chicken Big!,"Graves, Keith."
Chicken feathers,"Cowley, Joy."
Chicken Little,"Kellogg, Steven."
Chicken socks and other contagious poems,"Bagert, Brod."
Chicken Sunday,"Polacco, Patricia."
Chickens,"Murray, Julie, 1969-"
Chickens may not cross the road and other crazy (but true) laws,"Linz, Kathi."
Chickens to the rescue,"Himmelman, John."
Chickerella,"Auch, Mary Jane."
Chief Joseph of the Nez Percé,"McAuliffe, Bill."
"Chief Joseph, 1840-1904","Englar, Mary."
Children from Australia to Zimbabwe : a photographic journey around the world,"Ajmera, Maya."
Children make terrible pets,"Brown, Peter, 1979-"
Children of the dragon : selected tales from Vietnam,"Garland, Sherry."
Children's atlas of the United States,maps created by MapQuest.com. Inc.
Children's illustrated encyclopedia : exploring history,Simon Adams ... [et al.].
Children's quick & easy cookbook,"Wilkes, Angela."
Chill of the ice dragon,"West, Tracey, 1965-"
Chimpanzees,"Murray, Julie, 1969-"
Chimps don't wear glasses,"Numeroff, Laura Joffe."
China,"Armentrout, David, 1962-"
China ABCs : a book about the people and places of China,"Schroeder, Holly."
Chinese New Year,"Flanagan, Alice K."
Chinese New Year,"Walsh, Kieran."
Chinese New Year's dragon,"Sing, Rachel."
Chinook,edited by Marla Felkins Ryan and Linda Schmittroth.
Chinook Indians,"Williams, Suzanne, 1949-"
Chip and the karate kick,"Rockwell, Anne F."
Chipmunk at Hollow Tree Lane,"Sherrow, Victoria."
Chloe Slipperside's secret,"Meadows, Daisy."
"Chloe, the Topaz Fairy","Meadows, Daisy."
Chocolate fever,"Smith, Robert Kimmel, 1930-"
Chocolate from start to finish,"Woods, Samuel G."
Chocolate wishes,"Bentley, Sue, 1951-"
Choctaw,edited by Marla Felkins Ryan and Linda Schmittroth.
Chomp,"Hiaasen, Carl."
Chomp of the meat-eating vegetables,"Cummings, Troy,"
Choo choo : the story of a little engine who ran away,"Burton, Virginia Lee, 1909-1968."
Christianity,"Wilkinson, Philip, 1955-"
Christina Aguilera,"Korman, Susan."
Christmas,"Flanagan, Alice K."
Christmas,"Haugen, Brenda."
Christmas after all : the diary of Minnie Swift,"Lasky, Kathryn."
Christmas City,"Garland, Michael, 1952-"
Christmas cricket,"Bunting, Eve, 1928-"
Christmas for a kitten,"Pulver, Robin."
Christmas in the country,"Rylant, Cynthia."
Christmas is--,"Gibbons, Gail."
Christmas magic,"Garland, Michael, 1952-"
Christmas tapestry,"Polacco, Patricia."
Christmas trolls,"Brett, Jan, 1949-"
Christmas with Teddy Bear,"McQuade, Jacqueline."
Christopher Columbus,"Aller, Susan Bivin."
Christopher Columbus,"Donohue, Moira Rose,"
Christopher Columbus,"Kaufman, Mervyn D."
Christopher Columbus,"Larkin, Tanya."
Christopher Columbus,"Pancella, Peggy."
Christopher Columbus,"Wade, Mary Dodson,"
Christopher Columbus : famous explorer,"Wade, Mary Dodson."
Christopher Columbus and the discovery of the New World,"Gallagher, Carole S."
Christopher Mouse : the tale of a small traveler,"Wise, William, 1923-"
Christopher Newport,"Donohue, Moira Rose."
Christopher Robin leads an expedition,"Krensky, Stephen."
Chrysanthemum,"Henkes, Kevin."
Chuck and Woodchuck,"Bell, Cece."
Cinco de Mayo,"Colón García, Aurora."
Cinco de mayo,"Walsh, Kieran."
Cinder Edna,"Jackson, Ellen B., 1943-"
Cinderella,"Davidson, Susanna."
Cinderella,"Ehrlich, Amy, 1942-"
Cinderella,"Grimes, Nikki."
Cinderella,"Hughes, Monica."
Cinderella,"Lewis, Hara."
Cinderella,"Sanderson, Ruth."
Cinderella,"Wade, Barrie."
Cinderella and the mean queen,"Bradman, Tony."
Cinderella outgrows the glass slipper and other zany fractured fairy tale plays,"Wolf, Joan M., 1966-"
"Cinderella Penguin, or, The little glass flipper","Perlman, Janet, 1954-"
Cinderella Skeleton,"San Souci, Robert D."
"Cinderella, the dog and her little glass slipper","Goode, Diane."
Cinderella's countdown to the ball,"Kilgras, Heidi."
Cinderella's rat,"Meddaugh, Susan."
Cinderhazel : the Cinderella of Halloween,"Lattimore, Deborah Nourse."
Cinderlily : a floral fairy tale in three acts,"Ellwand, David."
Cinders : a chicken Cinderella,"Brett, Jan, 1949-"
Cindy Ellen : a wild western Cinderella,"Lowell, Susan, 1950-"
Cinnabar and the Island of Shadows,"Sweet, J. H."
Circle dogs,"Henkes, Kevin."
Circle of heroes,"Epstein, Adam Jay."
Circles in the stream,"Roberts, Shelly."
Circus,"Ehlert, Lois."
Cities,"Nathan, Emma."
Cities & citizens,"Shuter, Jane."
City chicken,"Dorros, Arthur."
"City dog, country dog : adapted from an Aesop Fable","Crummel, Susan Stevens."
"City Dog, Country Frog","Willems, Mo."
City mouse-country mouse and two more mouse tales from Aesop,pictures by John Wallner.
"City witch, country switch","Wax, Wendy (Wendy Anne)"
Civil War on Sunday,"Osborne, Mary Pope."
Civil war spy : Elizabeth Van Lew,"Vander Hook, Sue."
Clam-I-am! / All About the Beach,"Rabe, Tish."
Clap your hands!: A dar palmadas!,"Mead, Katherine."
Clara Ann Cookie,"Ziefert, Harriet."
Clara Barton,"Ruffin, Frances E."
Clara Barton : a photo-illustrated biography,"Deady, Kathleen W."
Clara Barton : angel of the battlefield,"Lassieur, Allison."
Clara Barton : founder of the American Red Cross,"Stevenson, Augusta."
Clara Caterpillar,"Edwards, Pamela Duncan."
Clarabella's teeth,"Vrombaut, An."
Clarence goes out West and meets a purple horse,"Adams, Jean Ekman, 1942-"
Clarence the copy cat,"Lakin, Patricia, 1944-"
Clarice Bean spells trouble,"Child, Lauren."
"Clarice Bean, don't look now","Child, Lauren."
"Clarice Bean, guess who's babysitting?","Child, Lauren."
"Clarice Bean, that's me","Child, Lauren."
Clarinets,"Harris, Pamela K., 1962-"
Clarissa,"Talley, Carol."
Clash of the sky galleons,"Stewart, Paul."
Class is not dismissed!,"Daneshvari, Gitty."
Class pets : the ghost of P.S. 42,"Asch, Frank."
Class trip to the Cave of Doom,"McMullan, Kate."
Class Two at the zoo,"Jarman, Julia."
Classes are canceled!,"Chabert, Jack."
Classic poems to read aloud,selected by James Berry ; with line drawings by James Mayhew.
Classic treasury of Aesop's fables,illustrated by Don Daily.
Classroom capers,"Bentley, Sue, 1951-"
Classroom chaos,"Bentley, Sue, 1951-"
"Classroom discussions using math talk to help students learn, grades 1-6","Chapin, Suzanne H."
Classroom princess,"Bentley, Sue, 1951-"
Claude at the beach,"Smith, Alex T."
Claude at the circus,"Smith, Alex T."
Claude in the city,"Smith, Alex T."
Claude on the slopes,"Smith, Alex T."
Claws in the snow,"Dahl, Michael."
Clay boy,"Ginsburg, Mirra."
Claymates,"Petty, Dev."
Clementina's cactus,"Keats, Ezra Jack."
Clementine,"Pennypacker, Sara, 1951-"
Clementine and the family meeting.,"Pennypacker, Sara."
Clementine and the spring trip,"Pennypacker, Sara, 1951-"
"Clementine, Friend of the Week.","Pennypacker, Sara."
Clementine's letter,"Pennypacker, Sara, 1951-"
Cleo and Leo,"Cassidy, Anne."
Cleopatra,"Adil, Janeen R."
Cleopatra,"Reid, Struan."
Cleveland Cavaliers,"Moussavi, Sam."
Clever Beatrice : an Upper Peninsula conte,"Willey, Margaret."
Clever Beatrice and the best little pony,"Willey, Margaret."
Clever Gretchen,"Stewig, John W."
Clever Jack takes the cake,"Fleming, Candace."
Clever Lollipop,"King-Smith, Dick."
Clever Tortoise : a traditional African tale,"Martin, Francesca."
"Click, clack, boo! : a tricky treat","Cronin, Doreen."
"Click, clack, Ho! Ho! Ho!","Cronin, Doreen."
"Click, clack, moo : cows that type","Cronin, Doreen."
"Click, clack, moo : I love you!","Cronin, Doreen,"
"Click, clack, peep!","Cronin, Doreen,"
"Click, clack, quackity-quack : an alphabetical adventure","Cronin, Doreen."
"Click, clack, surprise!","Cronin, Doreen."
Clifford and the big storm,"Bridwell, Norman."
Clifford and the Halloween parade,"Bridwell, Norman."
Clifford at the circus,"Bridwell, Norman."
Clifford el gran perro colorado,"Bridwell, Norman."
Clifford el perro bombero,"Bridwell, Norman."
Clifford goes to dog school,"Bridwell, Norman."
Clifford goes to Washington,"Bridwell, Norman."
Clifford grows up,"Bridwell, Norman."
Clifford keeps cool,"Bridwell, Norman."
Clifford makes a friend,"Bridwell, Norman."
Clifford the big red dog : show-and-tell surprise,"Margulies, Teddy Slater."
Clifford the big red dog : the big itch,"Inches, Alison."
Clifford the big red dog : the big leaf pile,"Page, Josephine."
Clifford the big red dog : the big white ghost,"Herman, Gail, 1959-"
"Clifford the big red dog : the dog who cried ""Woof!""","Barkly, Bob."
Clifford the big red dog : the runaway rabbit,"Margulies, Teddy Slater."
Clifford the big red dog : the stormy day rescue,"Weinberger, Kimberly."
Clifford the big red dog : tummy trouble,"Page, Josephine."
Clifford the small red puppy,"Bridwell, Norman."
Clifford to the rescue,"Bridwell, Norman."
Clifford va de viaje,"Bridwell, Norman."
Clifford y la tormenta,"Bridwell, Norman."
"Clifford, the big red dog and another Clifford story","Bridwell, Norman."
"Clifford, the firehouse dog","Bridwell, Norman."
"Clifford, we love you","Bridwell, Norman."
Clifford's best friend : a story about Emily Elizabeth,"Bridwell, Norman."
Clifford's busy week,"Bridwell, Norman."
Clifford's Christmas,"Bridwell, Norman."
Clifford's day with dad,"Bridwell, Norman."
Clifford's first autumn,"Bridwell, Norman."
Clifford's first Halloween,"Bridwell, Norman."
Clifford's first school day,"Bridwell, Norman."
Clifford's first sleepover,"Bridwell, Norman."
Clifford's first Valentine's Day,"Bridwell, Norman."
Clifford's happy Easter,"Bridwell, Norman."
Clifford's happy Mother's Day,"Bridwell, Norman."
Clifford's kitten,"Bridwell, Norman."
Clifford's manners,"Bridwell, Norman."
Clifford's puppy days,"Bridwell, Norman."
Clifford's sports day,"Bridwell, Norman."
Clifford's spring clean-up,"Bridwell, Norman."
Clifford's Thanksgiving visit,"Bridwell, Norman."
Clifford's valentines,"Bridwell, Norman."
"Climb the family tree, Jesse Bear!","Carlstrom, Nancy White."
"Climb! : your guide to bouldering, sport climbing, trad climbing, ice climbing, alpinism, and more","Takeda, Pete."
Climbing Mount Everest,"Rajczak, Kristen,"
Clorinda,"Kinerk, Robert."
Close encounters with aliens,"Silverstein, Janna."
Close kin,"Dunkle, Clare B."
Close to famous,"Bauer, Joan, 1951-"
Closing circles : 50 activities for ending the day in a positive way ; K-6,"Januszka, Dana."
Cloth,"Mitchell, Melanie (Melanie S.)"
Cloud capers,"Bentley, Sue, 1951-"
Cloudette,"Lichtenheld, Tom."
Clouds,"Saunders-Smith, Gail."
Cloudy with a chance of boys,"McDonald, Megan."
Cloudy with a chance of meatballs,"Barrett, Judi."
Clownfish,"Meister, Cari."
Clue me in! : the detective work of Ethan Flask and Professor von Offel,"Burkett, Kathy."
Clueless McGee,"Mack, Jeff."
Clueless McGee and the inflatable pants,"Mack, Jeff."
Clueless McGee gets famous!,"Mack, Jeff."
Clydesdale horses,"Murray, Julie, 1969-"
Coach Hyatt is a riot!,"Gutman, Dan."
Coast guard to the rescue,"Landers, Ace."
Coastal Plain (Tidewater),"Bennett, Doraine, 1953-"
Cobras,"O'Hare, Ted, 1961-"
Cobweb Christmas,"Climo, Shirley."
Cock-a-doodle-doo! : barnyard hullabaloo,"Andreae, Giles, 1966-"
Cocker spaniels,"Murray, Julie, 1969-"
Coco : my delicious life,"May, Kyla."
Coco and Cavendish : fire dogs,"Sierra, Judy."
Cocoa,"Miles, Ellen."
Code of the clans,"Hunter, Erin."
Code word courage,"Larson, Kirby."
"Coding 1, 2, 3","Slingerland, Janet."
Coding in the Internet,"Noll, Elizabeth,"
Coding in the real world,"Lyons, Heather (Heather K.),"
Cody,"Miles, Ellen."
Cody and the rules of life,"Springstubb, Tricia,"
Cold Tom : a novel,"Prue, Sally."
Colin and the curly claw,"Fearnley, Jan."
Colin Powell,"Passaro, John, 1953-"
Collision course,"Farshtey, Greg."
Collision course,"Korman, Gordon."
"Colonial times, 1600-1700","Masoff, Joy, 1951-"
Colonial voices : hear them speak,"Winters, Kay."
Colonial women,"Walker, Niki, 1972-"
Columbus Day,"Ansary, Mir Tamim."
Comanche Indians,"Yacowitz, Caryn."
Combat,"Yomtov, Nelson."
"Come along, Daisy!","Simmons, Jane."
"Come back, Amelia Bedelia","Parish, Peggy."
"Come on, rain!","Hesse, Karen."
"Come to school, dear dragon","Hillert, Margaret."
Come what may,"Brooke, Lauren."
Comes a wind,"White, Linda Arms."
Comet's nine lives,"Brett, Jan, 1949-"
Coming home,"Brooke, Lauren."
Coming on home soon,"Woodson, Jacqueline."
Coming through the blizzard : a Christmas story,"Spinelli, Eileen."
Coming to America : the story of immigration,"Maestro, Betsy."
Coming up roses,"Daly, Catherine."
Commander Toad and the big black hole,"Yolen, Jane."
Commander Toad and the intergalactic spy,"Yolen, Jane."
Commander Toad and the Planet of the Grapes,"Yolen, Jane."
Commander Toad and the space pirates,"Yolen, Jane."
Common dolphins,"Murray, Julie, 1969-"
Commonsense copyright : a guide for educators and librarians,"Talab, R. S., 1948-"
Commotion in the ocean,"Andreae, Giles, 1966-"
Communication : then and now,"Nelson, Robin, 1971-"
Communication long ago and today,"O'Brien, Lindsy."
Communities,"Trumbauer, Lisa, 1963-"
Community helpers from A to Z,"Kalman, Bobbie."
Complex cases : three major mysteries for you to solve,"Obrist, Jürg."
Concept cars,"Von Finn, Denny."
Conductors and insulators,"Royston, Angela."
"Confederate general, Stonewall Jackson","Doak, Robin S. (Robin Santos), 1963-"
Confessions from the principal's kid,"Mellom, Robin,"
Confucius : the golden rule,"Freedman, Russell."
Construction site on Christmas night,"Rinker, Sherri Duskey,"
Convergence,"Lee, Stan, 1922-2018,"
Cook-a-doodle-doo!,"Stevens, Janet."
Cookies to share : Galletas para todos.,"Keo, Ena."
Cooking camp disaster,"Keene, Carolyn."
Cooking class global feast! : 44 recipes that celebrate the world's cultures,"Cook, Deanna F., 1965-"
Cooking with the cat,"Worth, Bonnie."
Cool cakes & cupcakes : easy recipes for kids to bake,"Price, Pamela S."
Cool mint,"Perelman, Helen."
Cool zone with the Pain and the Great One,"Blume, Judy."
Cooper,"Miles, Ellen."
Copper,"Lisle, Rebecca."
Copper,"Murray, Peter, 1952 Sept. 29-"
Copperheads,"O'Hare, Ted, 1961-"
"Cops, crocs and crooks!","King, Trey,"
Coral reef animals,"Galko, Francine."
Coral reef hideaway : the story of a clown anemonefish,"Boyle, Doe."
Coral reefs,"Gray, Susan Heinrichs."
Coral snakes,"O'Hare, Ted, 1961-"
Corals,"Stone, Lynn M."
Corby Flood,"Stewart, Paul, 1955-"
Corduroy,"Freeman, Don, 1908-1978."
Corduroy,"Freeman, Don."
Corduroy at the zoo,"Hennessy, B. G. (Barbara G.)"
Corduroy goes to the fire station,"Hennessy, B. G. (Barbara G.)"
Corduroy lost and found,"Hennessy, B. G. (Barbara G.)"
Corduroy makes a cake,"Inches, Alison."
Corduroy writes a letter,"Inches, Alison."
Corduroy's best Halloween ever!,based on the character created by Don Freeman ; illustrated by Lisa McCue.
Corduroy's birthday,"Hennessy, B. G. (Barbara G.)"
Corduroy's Christmas,"Hennessy, B. G. (Barbara G.)"
Corduroy's Easter,"Hennessy, B. G. (Barbara G.)"
Corduroy's Easter party,based on the character created by Don Freeman ; illustrated by Lisa McCue.
Corduroy's garden,"Inches, Alison."
Corduroy's hike,"Inches, Alison."
Coretta Scott King,"Armentrout, David, 1962-"
Coriander : the contrary hen,"Chaconas, Dori, 1938-"
Cork & Fuzz,"Chaconas, Dori, 1938-"
Cork & Fuzz : short and tall,"Chaconas, Dori, 1938-"
Cornelius : a fable,"Lionni, Leo, 1910-1999."
Cosmo and the robot,"Pinkney, J. Brian."
Cosmo zooms,"Howard, Arthur."
Cottonmouths,"O'Hare, Ted, 1961-"
Cottontail at Clover Crescent,"Lamm, C. Drew."
Count on Pablo,"DeRubertis, Barbara."
Count the monkeys,"Barnett, Mac."
Countdown To Kindergarten,"McGhee, Alison,"
Countdown to the year 1000,"McMullan, Kate."
Counting by 7s,"Sloan, Holly Goldberg."
Counting Christmas,"Katz, Karen."
Counting on Grace,"Winthrop, Elizabeth."
Counting our way to the 100th day! : 100 poems,"Franco, Betsy."
Counting sheep,"Glass, Julie."
Counting sheep,"Kelly, Jacqueline."
Courage,"Waber, Bernard."
Courage to ride,"Kelly, Bernadette."
Courtney the clownfish fairy,"Meadows, Daisy."
Cousin Ruth's tooth,"MacDonald, Amy."
Cow,"Doyle, Malachy."
Cows,"Murray, Julie, 1969-"
Cows in the kitchen,"Crebbin, June."
Coyote at Piñon Place,"Dennard, Deborah."
Coyote moon,"Gianferrari, Maria,"
Coyote steals the blanket : a Ute tale,"Stevens, Janet."
Coyotes all around,"Murphy, Stuart J., 1942-"
Crabby Gabby,"Cosgrove, Stephen."
Crackers,"Bloom, Becky."
Cranberry Thanksgiving,"Devlin, Wende."
Cranberry valentine,"Devlin, Wende."
Crandalls' castle,"Wright, Betty Ren."
Crankee Doodle,"Angleberger, Tom."
"Crawl, caterpillar, crawl! : Anda, oruga, anda!","Sands, Kay."
Crazy Hair Day,"Saltzberg, Barney."
Crazy Horse,"Oldfield, Jenny, 1949-"
"Crazy Horse, 1842-1877","Todd, Anne M."
